NPRI ID,Facility name,Company name,Address,City,Province,PostalCode,Latitude,Longitude,Emissions,Units,Facility details,Facility information,Report year
1074,Olds Gas Plant,Whitecap Resources Inc.,525 8 Avenue,Olds,Alberta,T2P 1G1,51.7423,-114.1345,209.87,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031074&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1074,2022
1077,Ferrier Gas Plant,Canlin Energy Corporation,,Ferrier,Alberta,,52.496,-114.988,142.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031077&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1077,2022
1080,Boundary Gas Plant (11/14-24-084-15w6m),Canlin Energy Corporation,,Fsj - Boundary Lake Sour,British Columbia,,56.3009,-120.231,34.31,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031080&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1080,2022
1091,Empress Gas Plant,Plains Midstream Canada Ulc,,Medicine Hat,Alberta,T1A 7H3,50.6756,-110.025,56.94,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031091&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1091,2022
1106,Altasteel Inc.,Altasteel Inc.,9401 34th Street,Edmonton,Alberta,T6B 2X6,53.5291,-113.3875,76.29,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031106&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1106,2022
1139,Usine Dorval,Bombardier Inc.,500 Cote-Vertu,Dorval,Quebec,H4S 1Y9,45.4744,-73.733,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031139&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1139,2022
1145,Port Hope Conversion Facility,Cameco Corporation,1 Eldorado Place,Port Hope,Ontario,L1A 3A1,43.9422,-78.2942,50.3,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031145&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1145,2022
1147,Rabbit Lake Operation,Cameco Corporation,2121 11th Street West,Saskatoon,Saskatchewan,S7M 1J3,58.1938,-103.7158,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031147&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1147,2022
1148,Key Lake Operation,Cameco Corporation,2121 11th Street West,Saskatoon,Saskatchewan,S7M 1J3,57.2122,-105.6788,26.95,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031148&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1148,2022
1149,Mcarthur River Operation,Cameco Corporation,2121 11th Street West,Saskatoon,Saskatchewan,S7M 1J3,57.7622,-105.05,26.79,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031149&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1149,2022
1175,Joffre Nitrogen Operations,Nutrien (Canada) Holdings Ulc.,39015 815 Highway,Lacombe County,Alberta,,52.3221,-113.5166,22.1,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031175&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1175,2022
1177,Vanscoy Potash Operations,Agrium Potash Ltd.,16 Agrium Road,Vanscoy,Saskatchewan,S0L 3J0,52.0057,-107.0936,57.79,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031177&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1177,2022
1185,Skookumchuck Operation,Skookumchuck Pulp Inc.,4501 Farstad Way,Skookumchuck,British Columbia,V0B 2E0,49.9151,-115.7579,328.43,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031185&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1185,2022
1195,Domtar Usine de Windsor,Domtar Inc.,609 Rang 12,Windsor,Quebec,J1S 2L9,45.5644,-71.979,1614.62,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031195&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1195,2022
1199,Panolam Industries Ltd.,Panolam Industries Ltd.,61 Domtar Road,Huntsville,Ontario,P1H 2J7,45.2929,-79.3106,67.31,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031199&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1199,2022
1207,Invista (Canada) Company-Maitland Site,INVISTA (Canada) Company,1400 County #2 Road East,Maitland,Ontario,K0E 1P0,44.6606,-75.6017,95.48,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031207&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1207,2022
1221,Edmundston Pulp Mill,Twin Rivers Paper Company Inc.,27 Rice Street,Edmundston,New Brunswick,E3V 1S9,47.36897,-68.33206,882.37,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031221&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1221,2022
1233,Sudbury Operations Mines Mill - Onaping Area,Glencore Canada Corporation,Strathcona Services Bldg Street,Onaping,Ontario,P0M 2R0,46.6742,-81.3425,133.1,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031233&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1233,2022
1236,Sudbury Integrated Nickel Operations Smelter,Glencore Canada Corporation,2 Longyear Drive,Falconbridge,Ontario,P0M 1S0,46.5775,-80.8042,87.36,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031236&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1236,2022
1251,Edmonton Plant,Owens Corning Insulating Systems Canada LP,831 Hayter Road,Edmonton,Alberta,T6S 1A1,53.5717,-113.3498,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031251&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1251,2022
1257,Canfor Taylor Pulp,Canfor Pulp Ltd.,8300 Cherry Avenue East,Taylor,British Columbia,V0C 2K0,56.145,-120.651,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031257&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1257,2022
1266,Crofton Division,Catalyst Paper Corporation,8541 Hay Road North,Crofton,British Columbia,V0R 1R0,48.875,-123.645,1000.06,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031266&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1266,2022
1303,Gibraltar Mine (Sfo),Gibraltar Mines Ltd.,10251 Gibraltar Mine Rd. Road,Mcleese Lake,British Columbia,V0L 1P0,52.5299,-122.2851,258.68,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031303&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1303,2022
1322,Goodyear Canada Inc.,Goodyear Canada Inc.,388 Goodyear Road,Napanee,Ontario,K7R 3L2,44.287,-76.9482,18.35,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031322&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1322,2022
1338,Annacis Island Wastewater Treatment Plant,Greater Vancouver Sewerage and Drainage District,1299 Derwent Way,Delta,British Columbia,V3M 5V9,49.1661,-122.952,82.35,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031338&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1338,2022
1362,Brazeau River Gas Plant,Keyera Corp,,Drayton Valley,Alberta,T7A 1S5,52.94707,-115.9026,54.62,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031362&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1362,2022
1364,Gilby Sour Gas Plant 15-22-040-03w5,Keyera Corp,,N/A,Alberta,,52.463,-114.3465,0.62,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031364&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1364,2022
1368,Morrin Ghost Pine Sweet Gas Plant,Pine Cliff Energy Ltd.,,N/A,Alberta,,51.6372,-112.866,459.76,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031368&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1368,2022
1370,Nordegg River Gas Plant,Keyera Corp,,Nordegg,Alberta,,52.7761,-115.6607,192.06,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031370&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1370,2022
1372,Rimbey Gas Plant,Keyera Corp,,Rimbey,Alberta,T0C 2J0,52.7581,-114.1116,506.72,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031372&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1372,2022
1374,Strachan Gas Plant,Keyera Corp,,Rocky Mountain House,Alberta,T4T 1B5,52.2263,-115.177,660.46,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031374&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1374,2022
1383,Harmac Pacific Operations,Nanaimo Forest Products Ltd.,1000 Wave Place,Nanaimo,British Columbia,V9X 1J2,49.1369,-123.8564,536.29,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031383&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1383,2022
1411,Carstairs-Crossfield Former Gp,Bonavista Energy Corporation,,Car Elktnu,Alberta,,51.534793,-114.203825,20.42,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031411&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1411,2022
1419,Howe Sound Pulp and Paper Mill,Howe Sound Pulp & Paper Corporation,3838 Port Mellon Highway,Port Mellon,British Columbia,V0N 2S0,49.5237,-123.4837,1144.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031419&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1419,2022
1439,Rainbow Lake Gas Plant,Cenovus Energy Inc.,,Rainbow Lake,Alberta,T0H 2Y0,58.49822,-119.40249,31.72,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031439&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1439,2022
1464,Sarnia Chemical Plant,Imperial Oil,602 Christina Street South,Sarnia,Ontario,N7T 7M5,42.9544,-82.4153,401.2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031464&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1464,2022
1465,Clarabelle Mill,Vale Canada Limited,1701 Elm Street,Copper Cliff,Ontario,P0M 1N0,46.495,-81.0561,14.61,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031465&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1465,2022
1467,Copper Cliff Nickel Refinery,Vale Canada Limited,175 Industrial Road,Copper Cliff,Ontario,P0M 1N0,46.4452,-81.0846,74.11,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031467&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1467,2022
1480,North York Division,"Hydro Extrusion Canada, Inc.",7 Alloy Court,Toronto,Ontario,M9M 3A2,43.736,-79.532,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031480&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1480,2022
1486,Mackenzie Pulp Mill,Mackenzie Pulp Mill Corporation,1000 Coquawaldie Road,Mackenzie,British Columbia,V0J 2C0,55.2914,-123.1592,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031486&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/1486,2022
1510,Mosaic Potash Esterhazy - K1 Site,Mosaic Potash Esterhazy Limited Partnership,Highway 80 East Highway,Esterhazy,Saskatchewan,S0A 0X0,50.7283,-101.9308,38.22,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031510&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1510,2022
1513,Mosaic Potash Esterhazy - K2 Site,Mosaic Potash Esterhazy Limited Partnership,Highway 22 Highway,Esterhazy,Saskatchewan,S0A 0X0,50.6574,-101.8422,92.19,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031513&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1513,2022
1520,Ivaco Rolling Mills,Ivaco Rolling Mills 2004 L. P.,1040 County Rd 17 Road,L'Orignal,Ontario,K0B 1K0,45.6133,-74.705,138.55,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031520&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1520,2022
1525,Papiers White Birchmc - Division Papier Masson Ltée,Papier Masson Ltée.,2 Chemin Montréal Ouest Road,Gatineau,Quebec,J8M 2E1,45.5417,-75.425,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031525&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1525,2022
1528,Usine de Thurso,Fortress Cellulose Spécialisée,451 Victoria Street,Thurso,Quebec,J0X 3B0,45.5985,-75.2562,48.2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031528&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1528,2022
1561,"Kronos Canada, Inc.","Kronos Canada, Inc.",3390 Marie-Victorin Boulevard,Varennes,Quebec,J3X 1T4,45.7125,-73.425,120,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031561&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1561,2022
1568,Macassa Mine,Agnico Eagle Mines,66 Highway,Kirkland Lake,Ontario,P2N 3J1,48.13032,-80.08734,121.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031568&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1568,2022
1572,"Lake Utopia Paper A Division of J.D. Irving, Limited","Lake Utopia Paper a Division of J.D. Irving, Limited",600 Route 785,Utopia,New Brunswick,E5C 2K4,45.1567,-66.7714,157.12,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031572&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1572,2022
1585,Coal Valley Mine,Prairie Mines & Royalty Ulc,40 South Highway,Edson,Alberta,T7E 1W1,53.0892,-116.8059,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031585&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1585,2022
1593,Port Alberni Division,Catalyst Paper Corporation,4000 Stamp Avenue,Port Alberni,British Columbia,V9Y 5J7,49.2478,-124.811,224,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031593&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1593,2022
1639,Brasserie de Montréal,Molson Coors Canada,,Montréal,Quebec,H2L 2R5,45.51971,-73.54703,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031639&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/1639,2022
1651,"Gerdau Ameristeel Corporation, Manitoba Mill",Gerdau Ameristeel Corporation,27 Main Street,Selkirk,Manitoba,R1A 1P6,50.1302,-96.9013,116.13,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031651&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1651,2022
1681,Arclin Canada Ltée - Ste Therese,Arclin Canada Holdings Ltd.,100 Blanchard,Sainte-Thérèse,Quebec,J7E 4R9,45.6339,-73.8398,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031681&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1681,2022
1696,Coleson Cove Generating Station,New Brunswick Power Corporation,4077 King William Road,Saint John,New Brunswick,E2M 7T7,45.1534,-66.2025,432.3,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031696&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1696,2022
1698,Belledune Generating Station,New Brunswick Power Corporation,1558 Main Street,Belledune,New Brunswick,E8G 2M3,47.9058,-65.867,3437.1,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031698&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1698,2022
1742,Mosaic Potash Colonsay,Mosaic Potash Colonsay Ulc,Highway 2 (Approximately 3 Miles South of The,Colonsay,Saskatchewan,S0K 0Z0,51.9333,-105.7638,33.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031742&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1742,2022
1748,Division la Sarre,Norbord Inc (West Fraser),210 9ième Avenue,La Sarre,Quebec,J9Z 2X5,48.8,-79.1917,320.65,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031748&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1748,2022
1753,Minnehik Buck Lake Gas Plant,Keyera Corp,,Buck Lake,Alberta,,52.9404,-114.8323,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031753&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/1753,2022
1755,Progress Gas Plant 01-01-078-10 W6m,Canadian Natural Resources Limited,,N/A,Alberta,,55.7251,-119.3999,18.63,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031755&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1755,2022
1770,Kirkland Lake Generating Station,Northland Power Inc.,505 Archer's Drive,Kirkland Lake,Ontario,P2N 3M7,48.1347,-80.0425,285.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031770&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1770,2022
1773,Cochrane Generating Station,Northland Power Inc.,506 4th Street East,Cochrane,Ontario,P0L1C0,49.06218,-81.00565,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031773&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/1773,2022
1776,Corunna Site,Nova Chemicals Corporation (Obps),785 Petrolia Line,Corunna,Ontario,N0N 1G0,42.8825,-82.4044,1306.22,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031776&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1776,2022
1779,Nova Chemicals Corporation (Joffre),Nova Chemicals Corporation,38430 Highway 815,Lacombe,Alberta,T4L 2N2,52.3083,-113.55,2231.79,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031779&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1779,2022
1782,Methanex Medicine Hat Methanol Plant,Methanex Corporation,3806 Box Springs Road Nw Road,Medicine Hat,Alberta,T1A 7H1,50.08071,-110.72786,614.22,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031782&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1782,2022
1785,Ineos Styrolution,Ineos Styrolution Canada Ltd.,872 Tashmoo Avenue,Sarnia,Ontario,N7T 7H5,42.9385,-82.4137,199.89,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031785&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1785,2022
